"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H5","KOR","1109","Korea, Rep.","WLD"," World",2024,"Export",6,59.034
"H5","KOR","1109","Korea, Rep.","WLD"," World",2024,"Import",5,28801.067
"H5","KOR","1201","Korea, Rep.","WLD"," World",2017,"Export",6,91.762
"H5","KOR","1201","Korea, Rep.","WLD"," World",2017,"Import",5,592217.399
"H5","KOR","1201","Korea, Rep.","WLD"," World",2018,"Export",6,154.14
"H5","KOR","1201","Korea, Rep.","WLD"," World",2018,"Import",5,581865.371
"H5","KOR","1201","Korea, Rep.","WLD"," World",2019,"Export",6,162.437
"H5","KOR","1201","Korea, Rep.","WLD"," World",2019,"Import",5,556762.041
"H5","KOR","1201","Korea, Rep.","WLD"," World",2020,"Export",6,191.342
"H5","KOR","1201","Korea, Rep.","WLD"," World",2020,"Import",5,604157.367
"H5","KOR","1201","Korea, Rep.","WLD"," World",2021,"Export",6,329.499
"H5","KOR","1201","Korea, Rep.","WLD"," World",2021,"Import",5,744330.934
"H5","KOR","1201","Korea, Rep.","WLD"," World",2022,"Export",6,199.928
"H5","KOR","1201","Korea, Rep.","WLD"," World",2022,"Import",5,944417.115
"H5","KOR","1201","Korea, Rep.","WLD"," World",2023,"Export",6,140.536
"H5","KOR","1201","Korea, Rep.","WLD"," World",2023,"Import",5,913001.512
"H5","KOR","1201","Korea, Rep.","WLD"," World",2024,"Export",6,59.299
"H5","KOR","1201","Korea, Rep.","WLD"," World",2024,"Import",5,715393.399
"H5","KOR","1202","Korea, Rep.","WLD"," World",2017,"Export",6,74.365
"H5","KOR","1202","Korea, Rep.","WLD"," World",2017,"Import",5,1016.507
"H5","KOR","1202","Korea, Rep.","WLD"," World",2018,"Export",6,1.519
"H5","KOR","1202","Korea, Rep.","WLD"," World",2018,"Import",5,1173.487
"H5","KOR","1202","Korea, Rep.","WLD"," World",2019,"Export",6,3.86
"H5","KOR","1202","Korea, Rep.","WLD"," World",2019,"Import",5,1305.493
"H5","KOR","1202","Korea, Rep.","WLD"," World",2020,"Export",6,43.466
"H5","KOR","1202","Korea, Rep.","WLD"," World",2020,"Import",5,4549.371
"H5","KOR","1202","Korea, Rep.","WLD"," World",2021,"Export",6,0.026
"H5","KOR","1202","Korea, Rep.","WLD"," World",2021,"Import",5,5706.948
"H5","KOR","1202","Korea, Rep.","WLD"," World",2022,"Export",6,28.247
"H5","KOR","1202","Korea, Rep.","WLD"," World",2022,"Import",5,3391.715
"H5","KOR","1202","Korea, Rep.","WLD"," World",2023,"Export",6,0.721
"H5","KOR","1202","Korea, Rep.","WLD"," World",2023,"Import",5,3319.089
"H5","KOR","1202","Korea, Rep.","WLD"," World",2024,"Export",6,17.497
"H5","KOR","1202","Korea, Rep.","WLD"," World",2024,"Import",5,2460.116
"H5","KOR","1203","Korea, Rep.","WLD"," World",2017,"Import",5,537.306
"H5","KOR","1203","Korea, Rep.","WLD"," World",2018,"Import",5,325.227
"H5","KOR","1203","Korea, Rep.","WLD"," World",2019,"Import",5,565.707
"H5","KOR","1203","Korea, Rep.","WLD"," World",2020,"Import",5,335.334
"H5","KOR","1203","Korea, Rep.","WLD"," World",2021,"Import",5,527.246
