"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H5","IND","2706","India","WLD"," World",2020,"Export",6,2766.556
"H5","IND","2706","India","WLD"," World",2021,"Export",6,4352.413
"H5","IND","2706","India","WLD"," World",2022,"Export",6,3251.458
"H5","IND","2706","India","WLD"," World",2023,"Export",6,2984.739
"H5","IND","2706","India","WLD"," World",2024,"Export",6,2885.149
"H5","IND","2707","India","WLD"," World",2017,"Export",6,265966.555
"H5","IND","2707","India","WLD"," World",2018,"Export",6,472970.924
"H5","IND","2707","India","WLD"," World",2019,"Export",6,677278.069
"H5","IND","2707","India","WLD"," World",2020,"Export",6,412929.267
"H5","IND","2707","India","WLD"," World",2021,"Export",6,486200.548
"H5","IND","2707","India","WLD"," World",2022,"Export",6,2024733.873
"H5","IND","2707","India","WLD"," World",2023,"Export",6,1707049.938
"H5","IND","2707","India","WLD"," World",2024,"Export",6,2782863.686
"H5","IND","2708","India","WLD"," World",2017,"Export",6,9078.257
"H5","IND","2708","India","WLD"," World",2018,"Export",6,19783.097
"H5","IND","2708","India","WLD"," World",2019,"Export",6,17394.557
"H5","IND","2708","India","WLD"," World",2020,"Export",6,11188.66
"H5","IND","2708","India","WLD"," World",2021,"Export",6,9526.248
"H5","IND","2708","India","WLD"," World",2022,"Export",6,57989.639
"H5","IND","2708","India","WLD"," World",2023,"Export",6,84212.161
"H5","IND","2708","India","WLD"," World",2024,"Export",6,88965.226
"H5","IND","2709","India","WLD"," World",2018,"Export",6,0.176
"H5","IND","2710","India","WLD"," World",2017,"Export",6,34849725.416
"H5","IND","2710","India","WLD"," World",2018,"Export",6,47083025.089
"H5","IND","2710","India","WLD"," World",2019,"Export",6,42560122.408
"H5","IND","2710","India","WLD"," World",2020,"Export",6,26174664.561
"H5","IND","2710","India","WLD"," World",2021,"Export",6,54037061.739
"H5","IND","2710","India","WLD"," World",2022,"Export",6,94398699.632
"H5","IND","2710","India","WLD"," World",2023,"Export",6,84963281.533
"H5","IND","2710","India","WLD"," World",2024,"Export",6,69192517.094
"H5","IND","2711","India","WLD"," World",2017,"Export",6,225496.566
"H5","IND","2711","India","WLD"," World",2018,"Export",6,284725.444
"H5","IND","2711","India","WLD"," World",2019,"Export",6,284510.729
"H5","IND","2711","India","WLD"," World",2020,"Export",6,239910.732
"H5","IND","2711","India","WLD"," World",2021,"Export",6,408536.04
"H5","IND","2711","India","WLD"," World",2022,"Export",6,498820.204
"H5","IND","2711","India","WLD"," World",2023,"Export",6,391007.284
"H5","IND","2711","India","WLD"," World",2024,"Export",6,411243.628
"H5","IND","2712","India","WLD"," World",2017,"Export",6,74796.502
"H5","IND","2712","India","WLD"," World",2018,"Export",6,87992.116
"H5","IND","2712","India","WLD"," World",2019,"Export",6,76343.088
"H5","IND","2712","India","WLD"," World",2020,"Export",6,71116.185
"H5","IND","2712","India","WLD"," World",2021,"Export",6,95606.656
"H5","IND","2712","India","WLD"," World",2022,"Export",6,105126.223
"H5","IND","2712","India","WLD"," World",2023,"Export",6,119367.496
"H5","IND","2712","India","WLD"," World",2024,"Export",6,113280.346
"H5","IND","2713","India","WLD"," World",2017,"Export",6,294624.104
"H5","IND","2713","India","WLD"," World",2018,"Export",6,290041.634
"H5","IND","2713","India","WLD"," World",2019,"Export",6,178511.148
